"19810411-154415","FIN","198121981040119810411    1020246430.99     438709451.90     ","   9.81   ","    "," 8",".61 ","       0",".43     577869623.80  319930821690.39    1203244323.61     44708213     50965572","0000011488","","","","","","","1981","2","19810401","19810411","    1020246430.99","     438709451.90","        9.81","        8.61","        0.43","     577869623.80","  319930821690.39","    1203244323.61","     44708213","     50965572","0000011488","198121981040119","810411","1020246430.99     438709451.90        9.81        8.61        0.43    "," 57786","30821690",".39    1","203244323.61"
"19810412-073333","FIN","198121981040119810412    3830867194.62     422741466.78     ","   0.54   ","    "," 0",".53 ","       0",".11     808627064.09  352733713537.61     904426264.07    786990469    792495702","BaWdKHDgPUVjuUGJomdsjcmJFHYHIQaozieZdlbkHCL                 ","","","","","","","1981","2","19810401","19810412","    3830867194.62","     422741466.78","        0.54","        0.53","        0.11","     808627064.09","  352733713537.61","     904426264.07","    786990469","    792495702","BaWdKHDgPUVjuUGJomdsjcmJFHYHIQaozieZdlbkHCL                 ","198121981040119","810412","3830867194.62     422741466.78        0.54        0.53        0.11    "," 80862","33713537",".61     ","904426264.07"
"19810416-095426","FIN","198121981040119810416    8418222246.06    3202317817.98     ","   9.69   ","    "," 9",".16 ","       0",".38     719071073.91  208747224689.26    9026031836.93    330490648    349592951","mDFhUPbAjXRoPKIJBgrRLFOZWLaEomRXQrCUKWIvpPJZherDe           ","","","","","","","1981","2","19810401","19810416","    8418222246.06","    3202317817.98","        9.69","        9.16","        0.38","     719071073.91","  208747224689.26","    9026031836.93","    330490648","    349592951","mDFhUPbAjXRoPKIJBgrRLFOZWLaEomRXQrCUKWIvpPJZherDe           ","198121981040119","810416","8418222246.06    3202317817.98        9.69        9.16        0.38    "," 71907","47224689",".26    9","026031836.93"
"19810416-161451","FIN","198121981040119810416    1280961009.60     147230727.44     ","   0.26   ","    "," 0",".26 ","       0",".11     789487593.01  389108232902.53    8363740517.36    561039211    574130268","QIinhZMFUZjhRLOEXugtIOPziXNDIrjBzoLZvEQLOWZOS               ","","","","","","","1981","2","19810401","19810416","    1280961009.60","     147230727.44","        0.26","        0.26","        0.11","     789487593.01","  389108232902.53","    8363740517.36","    561039211","    574130268","QIinhZMFUZjhRLOEXugtIOPziXNDIrjBzoLZvEQLOWZOS               ","198121981040119","810416","1280961009.60     147230727.44        0.26        0.26        0.11    "," 78948","08232902",".53    8","363740517.36"
"19810418-090308","FIN","198121981040119810418    6087915979.70    1438777298.92     ","   2.09   ","    "," 2",".00 ","       0",".24     573068084.76  880954985566.48    8299062920.01    687611001    718839878","0000006344","","","","","","","1981","2","19810401","19810418","    6087915979.70","    1438777298.92","        2.09","        2.00","        0.24","     573068084.76","  880954985566.48","    8299062920.01","    687611001","    718839878","0000006344","198121981040119","810418","6087915979.70    1438777298.92        2.09        2.00        0.24    "," 57306","54985566",".48    8","299062920.01"
"19810420-211354","FIN","198121981040119810420    4106018286.10    2871847611.23     ","   4.05   ","    "," 3",".85 ","       0",".70     908863592.69  562549710855.99    5447372089.70    709940703    746073507","THiRLUZWuhZWPPKpJoHwWAqGjOEyGFcdPiaNkHQ                     ","","","","","","","1981","2","19810401","19810420","    4106018286.10","    2871847611.23","        4.05","        3.85","        0.70","     908863592.69","  562549710855.99","    5447372089.70","    709940703","    746073507","THiRLUZWuhZWPPKpJoHwWAqGjOEyGFcdPiaNkHQ                     ","198121981040119","810420","4106018286.10    2871847611.23        4.05        3.85        0.70    "," 90886","49710855",".99    5","447372089.70"
"19810422-041426","FIN","198121981040119810422    3528695807.39     859362780.12     ","   1.67   ","    "," 1",".51 ","       0",".24     886110800.56  417251421133.61    5292995475.96    515585489    567264501","0000010389","","","","","","","1981","2","19810401","19810422","    3528695807.39","     859362780.12","        1.67","        1.51","        0.24","     886110800.56","  417251421133.61","    5292995475.96","    515585489","    567264501","0000010389","198121981040119","810422","3528695807.39     859362780.12        1.67        1.51        0.24    "," 88611","51421133",".61    5","292995475.96"
"19810422-102822","FIN","198121981040119810422    8775218153.37    1138525036.91     ","   1.58   ","    "," 1",".41 ","       0",".13     126482542.62  648514147121.49    2977666709.33    719992454    809019590","0000007341","","","","","","","1981","2","19810401","19810422","    8775218153.37","    1138525036.91","        1.58","        1.41","        0.13","     126482542.62","  648514147121.49","    2977666709.33","    719992454","    809019590","0000007341","198121981040119","810422","8775218153.37    1138525036.91        1.58        1.41        0.13    "," 12648","14147121",".49    2","977666709.33"
"19810424-204924","FIN","198121981040119810424    2425489999.80     313155301.88     ","   0.44   ","    "," 0",".44 ","       0",".13     915140421.75  310073946624.48    6859120535.84    714532799    718879546","VpsEGZGSnZkhBUGIAIQBdsGHGiurXsXLGKzVOfPFXVfxfjH             ","","","","","","","1981","2","19810401","19810424","    2425489999.80","     313155301.88","        0.44","        0.44","        0.13","     915140421.75","  310073946624.48","    6859120535.84","    714532799","    718879546","VpsEGZGSnZkhBUGIAIQBdsGHGiurXsXLGKzVOfPFXVfxfjH             ","198121981040119","810424","2425489999.80     313155301.88        0.44        0.44        0.13    "," 91514","73946624",".48    6","859120535.84"
"19810425-014118","FIN","198121981040119810425    2623756834.70    1190315781.63     ","   1.58   ","    "," 1",".33 ","       0",".45     277275728.22  339199943748.57    1004392286.66    754190280    894908429","btWOBJzSSUtlHWhaRbhvZWKsVqFnEDlEGgQZQ                       ","","","","","","","1981","2","19810401","19810425","    2623756834.70","    1190315781.63","        1.58","        1.33","        0.45","     277275728.22","  339199943748.57","    1004392286.66","    754190280","    894908429","btWOBJzSSUtlHWhaRbhvZWKsVqFnEDlEGgQZQ                       ","198121981040119","810425","2623756834.70    1190315781.63        1.58        1.33        0.45    "," 27727","99943748",".57    1","004392286.66"
"19810425-083117","FIN","198121981040119810425    3552364558.32    1393891768.31     ","   3.68   ","    "," 3",".29 ","       0",".39     982874649.21  742278856784.75     869883584.77    378917048    423540220","0000008970","","","","","","","1981","2","19810401","19810425","    3552364558.32","    1393891768.31","        3.68","        3.29","        0.39","     982874649.21","  742278856784.75","     869883584.77","    378917048","    423540220","0000008970","198121981040119","810425","3552364558.32    1393891768.31        3.68        3.29        0.39    "," 98287","78856784",".75     ","869883584.77"
"19810426-045355","FIN","198121981040119810426    8911752389.85     552298703.48     ","   1.11   ","    "," 0",".96 ","       0",".06     185896071.63  498467983415.76    2337003196.39    499334142    572936576","0000006159","","","","","","","1981","2","19810401","19810426","    8911752389.85","     552298703.48","        1.11","        0.96","        0.06","     185896071.63","  498467983415.76","    2337003196.39","    499334142","    572936576","0000006159","198121981040119","810426","8911752389.85     552298703.48        1.11        0.96        0.06    "," 18589","67983415",".76    2","337003196.39"
"19810427-004836","FIN","198121981040119810427    1263643379.52     467533422.68     ","   0.52   ","    "," 0",".45 ","       0",".37     315471401.57  255012638332.27    3973418559.56    905518929   1048744625","0000013060","","","","","","","1981","2","19810401","19810427","    1263643379.52","     467533422.68","        0.52","        0.45","        0.37","     315471401.57","  255012638332.27","    3973418559.56","    905518929","   1048744625","0000013060","198121981040119","810427","1263643379.52     467533422.68        0.52        0.45        0.37    "," 31547","12638332",".27    3","973418559.56"
"19810428-205155","FIN","198121981040119810428    8435839397.91    2136319515.54     ","   2.70   ","    "," 2",".41 ","       0",".25     484542448.48  349993557409.78    2482437647.98    792144576    886590643","0000003964","","","","","","","1981","2","19810401","19810428","    8435839397.91","    2136319515.54","        2.70","        2.41","        0.25","     484542448.48","  349993557409.78","    2482437647.98","    792144576","    886590643","0000003964","198121981040119","810428","8435839397.91    2136319515.54        2.70        2.41        0.25    "," 48454","93557409",".78    2","482437647.98"
"19810428-205635","FIN","198121981040119810428    3584125492.47    1991622220.91     ","   2.57   ","    "," 2",".39 ","       0",".56     740810402.74  292027941953.02    3885431574.49    774830695    832319901","0000006551","","","","","","","1981","2","19810401","19810428","    3584125492.47","    1991622220.91","        2.57","        2.39","        0.56","     740810402.74","  292027941953.02","    3885431574.49","    774830695","    832319901","0000006551","198121981040119","810428","3584125492.47    1991622220.91        2.57        2.39        0.56    "," 74081","27941953",".02    3","885431574.49"
"19810430-054943","FIN","198121981040119810430    2946511628.05    1708616596.73     ","  90.15   ","    ","79",".65 ","       0",".58      12663725.92   27155040637.24     115398566.31     18953931     21450436","0000011166","","","","","","","1981","2","19810401","19810430","    2946511628.05","    1708616596.73","       90.15","       79.65","        0.58","      12663725.92","   27155040637.24","     115398566.31","     18953931","     21450436","0000011166","198121981040119","810430","2946511628.05    1708616596.73       90.15       79.65        0.58    ","  1266","55040637",".24     ","115398566.31"
"19810430-120047","FIN","198121981040119810430    1096158746.45     710517815.92     ","   2.35   ","    "," 2",".27 ","       0",".65     782465228.92  478031091459.77    8165432265.98    301935714    312321884","SbMKtBrJQJYBNpvFfkAJjcHssVDs                                ","","","","","","","1981","2","19810401","19810430","    1096158746.45","     710517815.92","        2.35","        2.27","        0.65","     782465228.92","  478031091459.77","    8165432265.98","    301935714","    312321884","SbMKtBrJQJYBNpvFfkAJjcHssVDs                                ","198121981040119","810430","1096158746.45     710517815.92        2.35        2.27        0.65    "," 78246","31091459",".77    8","165432265.98"
"19810504-064953","FIN","198121981040119810504    3800995925.78    2596478951.51     ","   9.39   ","    "," 8",".06 ","       0",".68     195188455.28  779240551655.45      63979314.05    276536387    322079702","0000007320","","","","","","","1981","2","19810401","19810504","    3800995925.78","    2596478951.51","        9.39","        8.06","        0.68","     195188455.28","  779240551655.45","      63979314.05","    276536387","    322079702","0000007320","198121981040119","810504","3800995925.78    2596478951.51        9.39        8.06        0.68    "," 19518","40551655",".45     "," 63979314.05"
"19810506-035522","FIN","198121981040119810506     520833649.74      48458167.21     ","   0.05   ","    "," 0",".05 ","       0",".09     432103901.65  355382282874.00    2853185875.70    947144906    971554176","JzyWPVHVYolgUFPLSKwhTIyIXdNPyEShCpTLijXanRWBp               ","","","","","","","1981","2","19810401","19810506","     520833649.74","      48458167.21","        0.05","        0.05","        0.09","     432103901.65","  355382282874.00","    2853185875.70","    947144906","    971554176","JzyWPVHVYolgUFPLSKwhTIyIXdNPyEShCpTLijXanRWBp               ","198121981040119","810506"," 520833649.74      48458167.21        0.05        0.05        0.09    "," 43210","82282874",".00    2","853185875.70"
"19810506-060013","FIN","198121981040119810506    6642582038.88     295322346.96     ","   3.34   ","    "," 3",".17 ","       0",".04     257974647.94  208407218691.66    8128704644.78     88334000     93132102","0000002372","","","","","","","1981","2","19810401","19810506","    6642582038.88","     295322346.96","        3.34","        3.17","        0.04","     257974647.94","  208407218691.66","    8128704644.78","     88334000","     93132102","0000002372","198121981040119","810506","6642582038.88     295322346.96        3.34        3.17        0.04    "," 25797","07218691",".66    8","128704644.78"
"19810511-041206","FIN","198121981040119810511    4093369279.73    1773110283.27     ","   2.72   ","    "," 2",".46 ","       0",".43      30273379.83  730756179229.68    3761992021.07    650703968    721912868","EARUQGhxQFQePKyIvNoEkzptPYcSbVR                             ","","","","","","","1981","2","19810401","19810511","    4093369279.73","    1773110283.27","        2.72","        2.46","        0.43","      30273379.83","  730756179229.68","    3761992021.07","    650703968","    721912868","EARUQGhxQFQePKyIvNoEkzptPYcSbVR                             ","198121981040119","810511","4093369279.73    1773110283.27        2.72        2.46        0.43    ","  3027","56179229",".68    3","761992021.07"
"19810512-090249","FIN","198121981040119810512    9084319145.41    5531060477.46     ","   8.20   ","    "," 7",".48 ","       0",".61      16696133.93  871388348706.30    8777691643.62    674834618    739565353","WbqKlXGLKVmHKFhDFRRDYkvtlPitJamVbJ                          ","","","","","","","1981","2","19810401","19810512","    9084319145.41","    5531060477.46","        8.20","        7.48","        0.61","      16696133.93","  871388348706.30","    8777691643.62","    674834618","    739565353","WbqKlXGLKVmHKFhDFRRDYkvtlPitJamVbJ                          ","198121981040119","810512","9084319145.41    5531060477.46        8.20        7.48        0.61    ","  1669","88348706",".30    8","777691643.62"
"19810512-144657","FIN","198121981040119810512      16685665.77       9353272.62     ","   0.01   ","    "," 0",".01 ","       0",".56     869420624.23  776829336096.48    4077001000.16    803191284    843852541","rBxqABSYQTCQfQlxoastXZRMBhTPSGDQbPBvLTCJ                    ","","","","","","","1981","2","19810401","19810512","      16685665.77","       9353272.62","        0.01","        0.01","        0.56","     869420624.23","  776829336096.48","    4077001000.16","    803191284","    843852541","rBxqABSYQTCQfQlxoastXZRMBhTPSGDQbPBvLTCJ                    ","198121981040119","810512","  16685665.77       9353272.62        0.01        0.01        0.56    "," 86942","29336096",".48    4","077001000.16"
"19810513-062603","FIN","198121981040119810513    6625500714.15      40513730.11     ","   0.08   ","    "," 0",".07 ","       0",".01     552036137.53  546637311721.14    6078899755.53    517347520    609816524","0000009763","","","","","","","1981","2","19810401","19810513","    6625500714.15","      40513730.11","        0.08","        0.07","        0.01","     552036137.53","  546637311721.14","    6078899755.53","    517347520","    609816524","0000009763","198121981040119","810513","6625500714.15      40513730.11        0.08        0.07        0.01    "," 55203","37311721",".14    6","078899755.53"
"19810514-213012","FIN","198121981040119810514    6969136459.43     617890525.75     ","   0.74   ","    "," 0",".72 ","       0",".09     853282949.72  489672712822.82    9783439208.15    840429143    863320738","PaWLssYSjODOsTnTktFRBruVguWlKvmSeTTqBOkHIsmxVIDU            ","","","","","","","1981","2","19810401","19810514","    6969136459.43","     617890525.75","        0.74","        0.72","        0.09","     853282949.72","  489672712822.82","    9783439208.15","    840429143","    863320738","PaWLssYSjODOsTnTktFRBruVguWlKvmSeTTqBOkHIsmxVIDU            ","198121981040119","810514","6969136459.43     617890525.75        0.74        0.72        0.09    "," 85328","72712822",".82    9","783439208.15"
"19810515-002800","FIN","198121981040119810515    3676028108.85    1752795700.59     ","  11.93   ","    ","11",".65 ","       0",".48     831088875.31  562687081871.10    6611951006.05    146980988    150478264","aKtYuPOMSIqIJSPXeXkEQPDPbnmABCgQYuUqILMSRIdivbHnYIjSSUFNrJCU","","","","","","","1981","2","19810401","19810515","    3676028108.85","    1752795700.59","       11.93","       11.65","        0.48","     831088875.31","  562687081871.10","    6611951006.05","    146980988","    150478264","aKtYuPOMSIqIJSPXeXkEQPDPbnmABCgQYuUqILMSRIdivbHnYIjSSUFNrJCU","198121981040119","810515","3676028108.85    1752795700.59       11.93       11.65        0.48    "," 83108","87081871",".10    6","611951006.05"
"19810515-095308","FIN","198121981040119810515    2235038374.96     882377557.25     ","   1.03   ","    "," 0",".94 ","       0",".39     935731382.26  846504330988.36    8454969256.69    855974594    933925061","0000000439","","","","","","","1981","2","19810401","19810515","    2235038374.96","     882377557.25","        1.03","        0.94","        0.39","     935731382.26","  846504330988.36","    8454969256.69","    855974594","    933925061","0000000439","198121981040119","810515","2235038374.96     882377557.25        1.03        0.94        0.39    "," 93573","04330988",".36    8","454969256.69"
"19810518-184617","FIN","198121981040119810518    2832699882.55    1831716499.97     ","   2.95   ","    "," 2",".69 ","       0",".65     715765157.20  819994589596.61    9236794010.24    620431307    680728122","SYyaOOijQSQEJVzTXpCBiwGAqNmvDycVQrndiWYVvHIcUSYPyPubGLaCOhN ","","","","","","","1981","2","19810401","19810518","    2832699882.55","    1831716499.97","        2.95","        2.69","        0.65","     715765157.20","  819994589596.61","    9236794010.24","    620431307","    680728122","SYyaOOijQSQEJVzTXpCBiwGAqNmvDycVQrndiWYVvHIcUSYPyPubGLaCOhN ","198121981040119","810518","2832699882.55    1831716499.97        2.95        2.69        0.65    "," 71576","94589596",".61    9","236794010.24"
"19810520-182017","FIN","198121981040119810520    4964465404.60    1883490508.40     ","   2.38   ","    "," 2",".10 ","       0",".38     537516348.48  718131926154.24    3892233951.57    789798152    894999910","0000002145","","","","","","","1981","2","19810401","19810520","    4964465404.60","    1883490508.40","        2.38","        2.10","        0.38","     537516348.48","  718131926154.24","    3892233951.57","    789798152","    894999910","0000002145","198121981040119","810520","4964465404.60    1883490508.40        2.38        2.10        0.38    "," 53751","31926154",".24    3","892233951.57"
"19810523-224027","FIN","198121981040119810523    6721000715.05     756778151.25     ","   1.34   ","    "," 1",".17 ","       0",".11     965702159.01  863188583286.63    3179596749.74    563595549    647280424","ByESFSQpwNLJMFAmMgTwcx                                      ","","","","","","","1981","2","19810401","19810523","    6721000715.05","     756778151.25","        1.34","        1.17","        0.11","     965702159.01","  863188583286.63","    3179596749.74","    563595549","    647280424","ByESFSQpwNLJMFAmMgTwcx                                      ","198121981040119","810523","6721000715.05     756778151.25        1.34        1.17        0.11    "," 96570","88583286",".63    3","179596749.74"
"19810524-021000","FIN","198121981040119810524    1236232217.94     135385637.36     ","   0.23   ","    "," 0",".20 ","       0",".11     630829387.59  526348277540.01    2952213402.20    582494398    679372981","0000009772","","","","","","","1981","2","19810401","19810524","    1236232217.94","     135385637.36","        0.23","        0.20","        0.11","     630829387.59","  526348277540.01","    2952213402.20","    582494398","    679372981","0000009772","198121981040119","810524","1236232217.94     135385637.36        0.23        0.20        0.11    "," 63082","48277540",".01    2","952213402.20"
"19810524-061454","FIN","198121981040119810524     146095363.79      25520876.27     ","   0.03   ","    "," 0",".03 ","       0",".17     859199767.75  901368997923.81    9946479249.26    866186948    986042251","ZqilrkTaErWpOAtzLHVTbUlQKPZPSPWENzUWeaeGYnnpOCZYsIFfFuPjzcP ","","","","","","","1981","2","19810401","19810524","     146095363.79","      25520876.27","        0.03","        0.03","        0.17","     859199767.75","  901368997923.81","    9946479249.26","    866186948","    986042251","ZqilrkTaErWpOAtzLHVTbUlQKPZPSPWENzUWeaeGYnnpOCZYsIFfFuPjzcP ","198121981040119","810524"," 146095363.79      25520876.27        0.03        0.03        0.17    "," 85919","68997923",".81    9","946479249.26"
"19810524-133124","FIN","198121981040119810524    4525107490.11    2734944549.66     "," 137.37   ","    ","25",".72 ","       0",".60     990229310.61  291639117543.35    3611691324.16     19908693     21753658","0000005710","","","","","","","1981","2","19810401","19810524","    4525107490.11","    2734944549.66","      137.37","      125.72","        0.60","     990229310.61","  291639117543.35","    3611691324.16","     19908693","     21753658","0000005710","198121981040119","810524","4525107490.11    2734944549.66      137.37      125.72        0.60    "," 99022","39117543",".35    3","611691324.16"
"19810525-003514","FIN","198121981040119810525    4486245780.34     551012951.46     ","   1.39   ","    "," 1",".20 ","       0",".12      21048329.16  392093515955.37    2216558905.40    397485382    457863155","OvFWCyMobopBPmcTWQvkLWznmWaUKOZUciOVXehniHLGlJVgWVqe        ","","","","","","","1981","2","19810401","19810525","    4486245780.34","     551012951.46","        1.39","        1.20","        0.12","      21048329.16","  392093515955.37","    2216558905.40","    397485382","    457863155","OvFWCyMobopBPmcTWQvkLWznmWaUKOZUciOVXehniHLGlJVgWVqe        ","198121981040119","810525","4486245780.34     551012951.46        1.39        1.20        0.12    ","  2104","93515955",".37    2","216558905.40"
"19810526-191205","FIN","198121981040119810526    5082510397.05    1837920258.41     ","   4.41   ","    "," 3",".69 ","       0",".36     814209825.20  471937102338.99     418185734.68    416804990    497633614","0000000390","","","","","","","1981","2","19810401","19810526","    5082510397.05","    1837920258.41","        4.41","        3.69","        0.36","     814209825.20","  471937102338.99","     418185734.68","    416804990","    497633614","0000000390","198121981040119","810526","5082510397.05    1837920258.41        4.41        3.69        0.36    "," 81420","37102338",".99     ","418185734.68"
"19810527-061431","FIN","198121981040119810527    9222029247.25    3382435652.65     ","   5.32   ","    "," 4",".52 ","       0",".37     745297298.67  205830099314.98    8060080968.07    635631252    748362358","xOIRwFNDuvJDyScKDNIuAYnz                                    ","","","","","","","1981","2","19810401","19810527","    9222029247.25","    3382435652.65","        5.32","        4.52","        0.37","     745297298.67","  205830099314.98","    8060080968.07","    635631252","    748362358","xOIRwFNDuvJDyScKDNIuAYnz                                    ","198121981040119","810527","9222029247.25    3382435652.65        5.32        4.52        0.37    "," 74529","30099314",".98    8","060080968.07"
"19810529-025917","FIN","198121981040119810529    8951956536.91    1707965237.00     ","   2.83   ","    "," 2",".59 ","       0",".19     454541013.34   14713819917.33    7779925777.29    603676726    658262112","0000013035","","","","","","","1981","2","19810401","19810529","    8951956536.91","    1707965237.00","        2.83","        2.59","        0.19","     454541013.34","   14713819917.33","    7779925777.29","    603676726","    658262112","0000013035","198121981040119","810529","8951956536.91    1707965237.00        2.83        2.59        0.19    "," 45454","13819917",".33    7","779925777.29"
"19810530-034355","FIN","198121981040119810530     988928145.77     196707738.61     ","   1.34   ","    "," 1",".23 ","       0",".20     110798053.87  356599464661.62    1779997625.39    146258365    159715592","PysfXozlGphWPvF                                             ","","","","","","","1981","2","19810401","19810530","     988928145.77","     196707738.61","        1.34","        1.23","        0.20","     110798053.87","  356599464661.62","    1779997625.39","    146258365","    159715592","PysfXozlGphWPvF                                             ","198121981040119","810530"," 988928145.77     196707738.61        1.34        1.23        0.20    "," 11079","99464661",".62    1","779997625.39"
"19810531-201932","FIN","198121981040119810531    2744668525.84     929260512.89     ","   1.28   ","    "," 1",".14 ","       0",".34     452775162.56  952972662053.74     437716238.58    726765131    816108135","gBOkxyaHRNTKgPLSKFlTOXnsPGEYROpiJhQUqUPIdmFNTIFOWY          ","","","","","","","1981","2","19810401","19810531","    2744668525.84","     929260512.89","        1.28","        1.14","        0.34","     452775162.56","  952972662053.74","     437716238.58","    726765131","    816108135","gBOkxyaHRNTKgPLSKFlTOXnsPGEYROpiJhQUqUPIdmFNTIFOWY          ","198121981040119","810531","2744668525.84     929260512.89        1.28        1.14        0.34    "," 45277","72662053",".74     ","437716238.58"
"19810601-205941","FIN","198121981040119810601    1204264182.64     118384680.50     ","   0.22   ","    "," 0",".20 ","       0",".10     177877021.99  631277441874.80    5699655845.39    540221860    604876956","0000010084","","","","","","","1981","2","19810401","19810601","    1204264182.64","     118384680.50","        0.22","        0.20","        0.10","     177877021.99","  631277441874.80","    5699655845.39","    540221860","    604876956","0000010084","198121981040119","810601","1204264182.64     118384680.50        0.22        0.20        0.10    "," 17787","77441874",".80    5","699655845.39"
"19810604-084422","FIN","198121981040119810604    1918521278.01     200325215.60     ","   0.26   ","    "," 0",".21 ","       0",".10      12287657.00  899573280441.30    5708933580.82    781787726    936088829","qxYdlfdHBVNAQObfEocfgoZHfaLrRkTFAGr                         ","","","","","","","1981","2","19810401","19810604","    1918521278.01","     200325215.60","        0.26","        0.21","        0.10","      12287657.00","  899573280441.30","    5708933580.82","    781787726","    936088829","qxYdlfdHBVNAQObfEocfgoZHfaLrRkTFAGr                         ","198121981040119","810604","1918521278.01     200325215.60        0.26        0.21        0.10    ","  1228","73280441",".30    5","708933580.82"
